RXCUI_drug,TTY_drug,drug_name,RXCUI_ing,TTY_ing,ingredient_name
314982,SCD,ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 0.005 MG Extended Release Oral Capsule,1151,IN,ascorbic acid
347082,SCD,ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 5 MG Delayed Release Oral Capsule,1151,IN,ascorbic acid
347740,SCD,ascorbic acid 60 MG / calcium pantothenate 10 MG / D-biotin 0.3 MG / folic acid 1 MG / niacinamide 20 MG / pyridoxine hydrochloride 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / vitamin B12 0.006 MG Oral Tablet,1151,IN,ascorbic acid
348689,SCD,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule,1151,IN,ascorbic acid
348881,SCD,ascorbic acid 60 MG / D-biotin 0.3 MG / folic acid 1 MG / niacinamide 20 MG / pantothenic acid 10 MG / pyridoxine hydrochloride 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / vitamin B12 0.006 MG Oral Tablet,1151,IN,ascorbic acid
388723,SCD,ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 5 MG Oral Capsule,1151,IN,ascorbic acid
432892,SCD,ascorbic acid 60 MG / aspirin 500 MG / caffeine 20 MG Oral Tablet,1151,IN,ascorbic acid
434399,SCD,ascorbic acid 60 MG / zinc citrate 13.3 MG Oral Lozenge,1151,IN,ascorbic acid
578343,SCD,ascorbic acid 60 MG / cholecalciferol 0.01 MG / sodium fluoride 1 MG / vitamin A 0.75 MG Chewable Tablet,1151,IN,ascorbic acid
580112,SBD,ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 0.005 MG Extended Release Oral Capsule [Fetrin],1151,IN,ascorbic acid
580139,SBD,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Feogen],1151,IN,ascorbic acid
582966,SCD,ascorbic acid 60 MG / vitamin B6 5 MG / zinc citrate 27 MG Oral Lozenge,1151,IN,ascorbic acid
637123,SCD,ascorbic acid 60 MG / menthol 3 MG Oral Lozenge,1151,IN,ascorbic acid
809139,SCD,ascorbic acid 60 MG / ferrous bisglycinate 28 MG / folic acid 0.4 MG / vitamin B12 0.008 MG Oral Capsule,1151,IN,ascorbic acid
826650,SCD,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / zinc citrate 15 MG Oral Tablet,1151,IN,ascorbic acid
826653,SBD,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / zinc citrate 15 MG Oral Tablet [Dialyvite 800 with Zinc],1151,IN,ascorbic acid
826656,SCD,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / zinc citrate 50 MG Oral Tablet,1151,IN,ascorbic acid
826857,SCD,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG Oral Tablet,1151,IN,ascorbic acid
826860,SBD,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG Oral Tablet [Dialyvite 800],1151,IN,ascorbic acid
826862,SCD,ascorbic acid 60 MG / biotin 0.3 MG / ferrous fumarate 29 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG Oral Tablet,1151,IN,ascorbic acid
826865,SBD,ascorbic acid 60 MG / biotin 0.3 MG / ferrous fumarate 29 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG Oral Tablet [Dialyvite 800 with Iron],1151,IN,ascorbic acid
877463,SCD,ascorbic acid 60 MG / calcium pantothenate 10 MG / D-biotin 0.3 MG / folic acid 0.8 MG / niacinamide 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / vitamin B12 0.006 MG Oral Tablet,1151,IN,ascorbic acid
877466,SBD,ascorbic acid 60 MG / calcium pantothenate 10 MG / D-biotin 0.3 MG / folic acid 0.8 MG / niacinamide 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / vitamin B12 0.006 MG Oral Tablet [Rena-Vite],1151,IN,ascorbic acid
891458,SCD,alpha tocopherol 30 UNT / ascorbic acid 60 MG / cholecalciferol 400 UNT / copper sulfate 2 MG / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 90 MG / magnesium oxide 25 MG / pyridoxine hydrochloride 3 MG / retinol acetate 3500 UNT / riboflavin 3 MG / thiamine mononitrate 2 MG / vitamin B12 0.012 MG / zinc sulfate 20 MG Oral Tablet,1151,IN,ascorbic acid
891706,SCD,ascorbic acid 60 MG / cuprous oxide 2 MG / dl-alpha tocopheryl acetate 30 MG / lutein 6 MG / zinc oxide 15 MG Oral Capsule,1151,IN,ascorbic acid
891709,SBD,ascorbic acid 60 MG / cuprous oxide 2 MG / dl-alpha tocopheryl acetate 30 MG / lutein 6 MG / zinc oxide 15 MG Oral Capsule [Ocuvite Lutein],1151,IN,ascorbic acid
991376,SCD,ascorbic acid 60 MG / calcium carbonate 1500 MG / cholecalciferol 500 UNT / vitamin E 15 UNT Oral Tablet,1151,IN,ascorbic acid
999783,SBD,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Hematogen],1151,IN,ascorbic acid
999805,SBD,ascorbic acid 60 MG / ferrous fumarate 460 MG / folic acid 1 MG / vitamin B12 0.01 MG Oral Capsule [Ferrogels],1151,IN,ascorbic acid
1090824,SCD,ascorbic acid 60 MG / beta carotene 5000 UNT / copper sulfate 40 MG / dl-alpha tocopheryl acetate 30 UNT / sodium selenite 0.04 MG / zinc oxide 40 MG Oral Tablet,1151,IN,ascorbic acid
1090828,SBD,ascorbic acid 60 MG / beta carotene 5000 UNT / copper sulfate 40 MG / dl-alpha tocopheryl acetate 30 UNT / sodium selenite 0.04 MG / zinc oxide 40 MG Oral Tablet [Macuvite],1151,IN,ascorbic acid
1090973,SCD,ascorbic acid 60 MG / beta carotene 5000 UNT / copper sulfate 2 MG / dl-alpha tocopheryl acetate 30 UNT / lutein 2 MG / sodium selenite 0.04 MG / zinc oxide 40 MG Oral Tablet,1151,IN,ascorbic acid
1090975,SBD,ascorbic acid 60 MG / beta carotene 5000 UNT / copper sulfate 2 MG / dl-alpha tocopheryl acetate 30 UNT / lutein 2 MG / sodium selenite 0.04 MG / zinc oxide 40 MG Oral Tablet [Macuvite with Lutein],1151,IN,ascorbic acid
1114342,SBD,ascorbic acid 60 MG / biotin 0.3 MG / folic acid 0.8 MG / mecobalamin 0.006 MG / niacinamide 20 MG / pantothenate 10 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine 1.5 MG / zinc citrate 50 MG Oral Tablet [Dialyvite 800 with Zinc],1151,IN,ascorbic acid
1114356,SBD,ascorbic acid 60 MG / ferrous fumarate 200 MG / vitamin B12 0.005 MG Extended Release Oral Capsule [Fumatinic],1151,IN,ascorbic acid
1150077,SBD,ascorbic acid 60 MG Oral Lozenge [Halls Defense],1151,IN,ascorbic acid
1235389,SCD,ascorbic acid 60 MG / cholecalciferol 0.01 MG / folic acid 0.3 MG / niacin 13.5 MG / riboflavin 1.2 MG / sodium fluoride 0.55 MG / thiamine 1.05 MG / vitamin A 0.75 MG / vitamin B12 0.0045 MG / vitamin B6 1.05 MG / vitamin E 6.75 MG Chewable Tablet,1151,IN,ascorbic acid
1246831,SCD,ascorbic acid 60 MG / hyaluronic acid 20 MG Oral Capsule,1151,IN,ascorbic acid
1248245,SCD,alpha tocopherol 30 UNT / ascorbic acid 60 MG / calcium carbonate 532 MG / cholecalciferol 400 UNT / docusate calcium 25 MG / ferrous fumarate 84.9 MG / folic acid 1 MG / pyridoxine hydrochloride 20 MG / riboflavin 18 MG / thiamine mononitrate 16 MG / vitamin B12 0.012 MG Oral Capsule,1151,IN,ascorbic acid
1364854,SCD,ascorbic acid 60 MG / cholecalciferol 0.01 MG / folic acid 0.3 MG / niacin 13.5 MG / riboflavin 1.2 MG / sodium fluoride 1.1 MG / thiamine 1.05 MG / vitamin A 0.75 MG / vitamin B12 0.0045 MG / vitamin B6 1.05 MG / vitamin E 6.75 MG Chewable Tablet,1151,IN,ascorbic acid
1364855,SCD,ascorbic acid 60 MG / cholecalciferol 0.01 MG / folic acid 0.3 MG / niacin 13.5 MG / riboflavin 1.2 MG / sodium fluoride 2.2 MG / thiamine 1.05 MG / vitamin A 0.75 MG / vitamin B12 0.0045 MG / vitamin B6 1.05 MG / vitamin E 15 UNT Chewable Tablet,1151,IN,ascorbic acid
1428828,SBD,ascorbic acid 60 MG / cholecalciferol 0.01 MG / folic acid 0.3 MG / niacin 13.5 MG / riboflavin 1.2 MG / sodium fluoride 2.2 MG / thiamine 1.05 MG / vitamin A 0.75 MG / vitamin B12 0.0045 MG / vitamin B6 1.05 MG / vitamin E 15 UNT Chewable Tablet [MVC-Fluoride],1151,IN,ascorbic acid
1859193,SBD,ascorbic acid 60 MG Oral Lozenge [N Ice with Vitamin C],1151,IN,ascorbic acid
1874902,SCD,ascorbic acid 60 MG / resveratrol 200 MG Oral Capsule,1151,IN,ascorbic acid
2099781,SCD,ascorbic acid 60 MG / collagen 6000 MG Oral Tablet,1151,IN,ascorbic acid
245469,SCD,ascorbic acid 600 MG Chewable Tablet,1151,IN,ascorbic acid
251837,SCD,ascorbic acid 600 MG / calcium ascorbate 80 MG Oral Capsule,1151,IN,ascorbic acid
308397,SCD,ascorbic acid 600 MG / ferrous fumarate 110 MG Oral Tablet,1151,IN,ascorbic acid
308398,SCD,ascorbic acid 600 MG / ferrous fumarate 330 MG Oral Tablet,1151,IN,ascorbic acid
328177,SCD,ascorbic acid 600 MG Oral Tablet,1151,IN,ascorbic acid
435072,SCD,ascorbic acid 600 MG / ferrous fumarate 66 MG Oral Tablet,1151,IN,ascorbic acid
237486,SCD,ascorbic acid 75 MG / ferrous sulfate 39 MG Oral Tablet,1151,IN,ascorbic acid
238261,SCD,ascorbic acid 75 MG / phenylpropanolamine hydrochloride 15 MG Extended Release Oral Capsule,1151,IN,ascorbic acid
308400,SCD,ascorbic acid 75 MG / ferrous sulfate 195 MG Oral Tablet,1151,IN,ascorbic acid
313636,SCD,ascorbic acid 75 MG / copper sulfate 1 MG / ferrous fumarate 160 MG / folic acid 1.5 MG Oral Tablet,1151,IN,ascorbic acid
313637,SCD,ascorbic acid 75 MG / ferrous gluconate 500 MG / vitamin B12 0.5 UNT Oral Tablet,1151,IN,ascorbic acid
359514,SCD,ascorbic acid 75 MG / ferrous fumarate 110 MG / folic acid 0.5 MG / intrinsic factor 240 MG / vitamin B12 0.015 MG Oral Capsule,1151,IN,ascorbic acid
411966,SCD,ascorbic acid 75 MG Oral Capsule,1151,IN,ascorbic acid
428561,SCD,ascorbic acid 75 MG / calcium ascorbate 30.5 MG Oral Tablet,1151,IN,ascorbic acid
428597,SCD,ascorbic acid 75 MG Oral Tablet,1151,IN,ascorbic acid
430856,SCD,ascorbic acid 75 MG / rutin 50 MG / vincamine 20 MG Oral Tablet,1151,IN,ascorbic acid
435069,SCD,ascorbic acid 75 MG / ferrous fumarate 90 MG Extended Release Oral Capsule,1151,IN,ascorbic acid
999799,SCD,ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule,1151,IN,ascorbic acid
999803,SBD,ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule [Ferotrin],1151,IN,ascorbic acid
1087208,SBD,ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule [Ferocon],1151,IN,ascorbic acid
1087218,SBD,ascorbic acid 75 MG / ferrous fumarate 333 MG / folic acid 0.5 MG / liver stomach concentrate 240 MG / vitamin B12 0.015 MG Oral Capsule [Ferotrinsic],1151,IN,ascorbic acid
1088595,SCD,"ascorbic acid 75 MG / chromium polynicotinate 0.05 MG / niacinamide 12.5 MG / oat bran 375 MG / phytosterols 75 MG / pregna-4,17-diene-3,16-dione 2.5 MG Oral Tablet",1151,IN,ascorbic acid
1088599,SBD,"ascorbic acid 75 MG / chromium polynicotinate 0.05 MG / niacinamide 12.5 MG / oat bran 375 MG / phytosterols 75 MG / pregna-4,17-diene-3,16-dione 2.5 MG Oral Tablet [Cholesterol Management]",1151,IN,ascorbic acid
237719,SCD,ascorbic acid 750 MG Extended Release Oral Tablet,1151,IN,ascorbic acid
245470,SCD,ascorbic acid 750 MG Oral Tablet,1151,IN,ascorbic acid
434354,SCD,ascorbic acid 750 MG Oral Lozenge,1151,IN,ascorbic acid
2603482,SCD,ascorbic acid 750 MG Oral Capsule,1151,IN,ascorbic acid
198462,SCD,aspirin 125 MG Rectal Suppository,1191,IN,aspirin
251736,SCD,aspirin 125 MG Oral Tablet,1191,IN,aspirin
238144,SCD,aspirin 130 MG Rectal Suppository,1191,IN,aspirin
434451,SCD,aspirin 130 MG Oral Lozenge,1191,IN,aspirin
103863,SCD,aspirin 150 MG Rectal Suppository,1191,IN,aspirin
252498,SCD,aspirin 150 MG / pyridinolcarbamate 250 MG Extended Release Oral Tablet,1191,IN,aspirin
312097,SCD,aspirin 150 MG / caffeine 8 MG / ipecac 1.5 MG / opium 1.5 MG Oral Tablet,1191,IN,aspirin
421162,SCD,aspirin 150 MG / phenobarbital 10 MG Rectal Suppository,1191,IN,aspirin
429303,SCD,aspirin 150 MG / pyridinolcarbamate 250 MG Oral Tablet,1191,IN,aspirin
876666,SCD,aspirin 150 MG / isosorbide mononitrate 60 MG Extended Release Oral Tablet,1191,IN,aspirin
308402,SCD,aspirin 165 MG Oral Tablet,1191,IN,aspirin
308403,SCD,aspirin 165 MG Delayed Release Oral Tablet,1191,IN,aspirin
392410,SBD,aspirin 165 MG Oral Tablet [1/2 Halfprin],1191,IN,aspirin
238145,SCD,aspirin 195 MG Rectal Suppository,1191,IN,aspirin
308355,SCD,aspirin 195 MG / butalbital 50 MG / caffeine 44 MG / phenacetin 130 MG Oral Tablet,1191,IN,aspirin
308281,SCD,acetaminophen 125 MG / aspirin 240 MG / caffeine 32 MG Oral Tablet,1191,IN,aspirin
243682,SCD,acetaminophen 120 MG / aspirin 260 MG Oral Tablet,1191,IN,aspirin
647854,SCD,acetaminophen 130 MG / aspirin 260 MG / caffeine 16.2 MG Oral Tablet,1191,IN,aspirin
647869,SCD,acetaminophen 130 MG / aspirin 260 MG / caffeine 16.3 MG Oral Tablet,1191,IN,aspirin
830547,SCD,acetaminophen 120 MG / aspirin 260 MG / salicylamide 120 MG Oral Tablet,1191,IN,aspirin
102597,SBD,aspirin 300 MG Oral Tablet [Laboprin],1191,IN,aspirin
103967,SBD,aspirin 300 MG Delayed Release Oral Tablet [postMI],1191,IN,aspirin
104899,SCD,aspirin 300 MG Delayed Release Oral Tablet,1191,IN,aspirin
104900,SBD,aspirin 300 MG Delayed Release Oral Tablet [Caprin],1191,IN,aspirin
198464,SCD,aspirin 300 MG Rectal Suppository,1191,IN,aspirin
199274,SCD,aspirin 300 MG Oral Capsule,1191,IN,aspirin
199281,SCD,aspirin 300 MG Oral Tablet,1191,IN,aspirin
200974,SBD,aspirin 300 MG Oral Tablet [Claradin],1191,IN,aspirin
245993,SCD,aspirin 300 MG / methylprednisolone 1.5 MG Oral Tablet,1191,IN,aspirin
250476,SCD,aspirin 300 MG Extended Release Oral Tablet,1191,IN,aspirin
250671,SCD,acetaminophen 200 MG / aspirin 300 MG Oral Tablet,1191,IN,aspirin
251432,SCD,aspirin 300 MG / caffeine 25 MG Oral Tablet,1191,IN,aspirin
428206,SCD,aspirin 300 MG / chlormezanone 100 MG Oral Tablet,1191,IN,aspirin
428423,SCD,aspirin 300 MG / quinine 30 MG Oral Tablet,1191,IN,aspirin
432640,SCD,acetaminophen 300 MG / aspirin 300 MG Oral Tablet,1191,IN,aspirin
432644,SCD,acetaminophen 200 MG / aspirin 300 MG / caffeine 45 MG Oral Tablet,1191,IN,aspirin
432714,SCD,acetaminophen 200 MG / aspirin 300 MG / caffeine 50 MG Oral Tablet,1191,IN,aspirin
432895,SCD,ascorbic acid 25 MG / aspirin 300 MG / caffeine 50 MG Oral Tablet,1191,IN,aspirin
433353,SCD,aspirin 300 MG Chewable Tablet,1191,IN,aspirin
433419,SCD,aspirin 300 MG / glycine 150 MG Chewable Tablet,1191,IN,aspirin
647976,SCD,aspirin 300 MG / caffeine 65 MG / magnesium salicylate 30 MG Oral Tablet,1191,IN,aspirin
996988,SCD,aspirin 300 MG / codeine phosphate 8 MG Oral Tablet,1191,IN,aspirin
102599,SBD,aspirin 324 MG Delayed Release Oral Tablet [Caprin],1191,IN,aspirin
198465,SCD,aspirin 324 MG Oral Tablet,1191,IN,aspirin
312100,SCD,aspirin 324 MG / caffeine 32 MG / ipecac 2.43 MG / opium 2.43 MG Oral Capsule,1191,IN,aspirin
313805,SCD,aspirin 324 MG / phenyltoloxamine citrate 20 MG Oral Tablet,1191,IN,aspirin
561992,SCD,aspirin 324 MG Delayed Release Oral Tablet,1191,IN,aspirin
313806,SCD,aspirin 356.4 MG / caffeine 30 MG Oral Capsule,1191,IN,aspirin
1234872,SCD,aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,1191,IN,aspirin
1234976,SBD,aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Synalgos-DC],1191,IN,aspirin
1236208,SCD,aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG / promethazine hydrochloride 6.25 MG Oral Capsule,1191,IN,aspirin
308408,SCD,aspirin 390 MG / caffeine 16.2 MG Oral Tablet,1191,IN,aspirin
2200747,SCD,aspirin 390 MG / caffeine 32 MG / chlorpheniramine maleate 2 MG Oral Tablet,1191,IN,aspirin
104914,SCD,aspirin 400 MG / codeine 8 MG Oral Tablet,1191,IN,aspirin
198479,SCD,aspirin 400 MG / caffeine 32 MG Oral Tablet,1191,IN,aspirin
211292,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [Anacin],1191,IN,aspirin
211293,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [Aspircaf],1191,IN,aspirin
211294,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [CP-2],1191,IN,aspirin
211295,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [Genasan],1191,IN,aspirin
211296,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [Major-Cin],1191,IN,aspirin
211297,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [P-A-C Analgesic],1191,IN,aspirin
211299,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [Q-Acin],1191,IN,aspirin
211300,SBD,aspirin 400 MG / caffeine 32 MG Oral Tablet [Uni-Ann],1191,IN,aspirin
243683,SCD,aspirin 400 MG / caffeine 32 MG Oral Capsule,1191,IN,aspirin
243684,SCD,aspirin 400 MG / caffeine 30 MG Oral Tablet,1191,IN,aspirin
251731,SCD,aspirin 400 MG / caffeine 22.7 MG Oral Tablet,1191,IN,aspirin
432387,SCD,aspirin 400 MG Oral Tablet,1191,IN,aspirin
432729,SCD,aspirin 400 MG / caffeine 50 MG Oral Tablet,1191,IN,aspirin
432893,SCD,ascorbic acid 240 MG / aspirin 400 MG / caffeine 20 MG Oral Tablet,1191,IN,aspirin
433354,SCD,aspirin 400 MG Chewable Tablet,1191,IN,aspirin
198470,SCD,aspirin 486 MG Oral Tablet,1191,IN,aspirin
432724,SCD,aspirin 486 MG / caffeine 16.2 MG Oral Tablet,1191,IN,aspirin
102600,SBD,aspirin 500 MG Extended Release Oral Tablet [Levius],1191,IN,aspirin
106799,SCD,aspirin 500 MG / cyclizine 25 MG Oral Tablet,1191,IN,aspirin
106809,SCD,aspirin 500 MG / glycine 133 MG Disintegrating Oral Tablet,1191,IN,aspirin
108382,SBD,aspirin 500 MG Extended Release Oral Tablet [Anadin All-Night],1191,IN,aspirin
108388,SBD,aspirin 500 MG Disintegrating Oral Tablet [Aspro Clear Maximum Strength],1191,IN,aspirin
198471,SCD,aspirin 500 MG Oral Tablet,1191,IN,aspirin
198480,SCD,aspirin 500 MG / caffeine 32 MG Oral Tablet,1191,IN,aspirin
211887,SBD,aspirin 500 MG Oral Tablet [Bayer Aspirin],1191,IN,aspirin
211890,SBD,aspirin 500 MG Delayed Release Oral Tablet [Genacote],1191,IN,aspirin
211891,SBD,aspirin 500 MG Oral Tablet [Norwich Aspirin],1191,IN,aspirin
211892,SBD,aspirin 500 MG Oral Tablet [Valomag],1191,IN,aspirin
235945,SCD,aspirin 500 MG / caffeine 32 MG Oral Capsule,1191,IN,aspirin
246460,SCD,aspirin 500 MG Oral Capsule,1191,IN,aspirin
248628,SCD,aspirin 500 MG / caffeine 40 MG Oral Tablet,1191,IN,aspirin
249285,SCD,ascorbic acid 200 MG / aspirin 500 MG Oral Tablet,1191,IN,aspirin
249626,SCD,aspirin 500 MG / codeine 8 MG Oral Tablet,1191,IN,aspirin
250204,SCD,aspirin 500 MG / methocarbamol 400 MG Oral Tablet,1191,IN,aspirin
251481,SCD,aspirin 500 MG / papain 20000 UNT Oral Tablet,1191,IN,aspirin
251906,SCD,aspirin 500 MG / cyclizine 13.2 MG Oral Tablet,1191,IN,aspirin
308368,SCD,aspirin 500 MG / caffeine 32.4 MG / cinnamedrine 14.9 MG Oral Tablet,1191,IN,aspirin
308409,SCD,aspirin 500 MG Delayed Release Oral Tablet,1191,IN,aspirin
332609,SCD,aspirin 500 MG Chewable Tablet,1191,IN,aspirin
427477,SCD,aspirin 500 MG / glycine 250 MG Oral Tablet,1191,IN,aspirin
432726,SCD,aspirin 500 MG / caffeine 30 MG Oral Tablet,1191,IN,aspirin
432727,SCD,aspirin 500 MG / caffeine 50 MG Oral Tablet,1191,IN,aspirin
432892,SCD,ascorbic acid 60 MG / aspirin 500 MG / caffeine 20 MG Oral Tablet,1191,IN,aspirin
432894,SCD,ascorbic acid 100 MG / aspirin 500 MG / caffeine 10 MG Oral Tablet,1191,IN,aspirin
433417,SCD,aspirin 500 MG / glycine 250 MG Chewable Tablet,1191,IN,aspirin
434290,SCD,aspirin 500 MG Extended Release Oral Tablet,1191,IN,aspirin
435521,SCD,aspirin 500 MG Delayed Release Oral Capsule,1191,IN,aspirin
545871,SCD,acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG Oral Tablet,1191,IN,aspirin
545875,SBD,acetaminophen 250 MG / aspirin 500 MG / caffeine 32.5 MG / salicylamide 150 MG Oral Tablet [Levacet],1191,IN,aspirin
562103,SCD,aspirin 500 MG Disintegrating Oral Tablet,1191,IN,aspirin
608696,SBD,aspirin 500 MG / caffeine 32 MG Oral Tablet [Anacin],1191,IN,aspirin
692836,SCD,acetaminophen 325 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,1191,IN,aspirin
702316,SCD,aspirin 500 MG / caffeine 32.5 MG Oral Tablet,1191,IN,aspirin
763111,SCD,acetaminophen 325 MG / aspirin 500 MG Oral Powder,1191,IN,aspirin
806446,SCD,aspirin 500 MG / caffeine 65 MG Oral Tablet,1191,IN,aspirin
830525,SBD,aspirin 500 MG Oral Tablet [Ascriptin],1191,IN,aspirin
830536,SBD,aspirin 500 MG Oral Tablet [Aspir-Mox],1191,IN,aspirin
848166,SBD,aspirin 500 MG Oral Tablet [Bufferin],1191,IN,aspirin
857121,SCD,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet,1191,IN,aspirin
857123,SBD,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Lortab ASA],1191,IN,aspirin
857527,SBD,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Alor],1191,IN,aspirin
857529,SBD,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Azdone],1191,IN,aspirin
857531,SBD,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Damason-P],1191,IN,aspirin
857533,SBD,aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Panasal],1191,IN,aspirin
1039499,SBD,aspirin 500 MG Oral Tablet [Migralex],1191,IN,aspirin
1052980,SCD,aspirin 500 MG Oral Powder,1191,IN,aspirin
1052982,SBD,aspirin 500 MG Oral Powder [Bayer Aspirin],1191,IN,aspirin
1092398,SCD,aspirin 500 MG / diphenhydramine hydrochloride 25 MG Oral Tablet,1191,IN,aspirin
1189776,SBD,aspirin 500 MG Delayed Release Oral Tablet [Ecotrin],1191,IN,aspirin
1192977,SCD,aspirin 500 MG / citric acid 1948 MG / sodium bicarbonate 2485 MG Powder for Oral Solution,1191,IN,aspirin
1192980,SBD,aspirin 500 MG / citric acid 1948 MG / sodium bicarbonate 2485 MG Powder for Oral Solution [Picot Plus],1191,IN,aspirin
