drug_name,condition_name,relationship_name,snomed_full_name,umls_cui
aliskiren,Hypercholesterolemia,contraindication,Hypercholesterolemia,C0020443
aliskiren,Hyponatremia,contraindication,Hyponatremia,C0020625
aliskiren,Acute pancreatitis,contraindication,Acute pancreatitis,C0001339
aliskiren,Gout,contraindication,Gout,C0018099
aliskiren,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
aliskiren,Hyperkalemia,contraindication,Hyperkalemia,C0020461
aliskiren,Renal artery stenosis,contraindication,Renal artery stenosis,C0035067
aliskiren,Hypochloremic alkalosis,contraindication,Hypochloremic alkalosis,C0151476
aliskiren,Neutropenic disorder,contraindication,Neutropenic disorder,C0027947
aliskiren,Severe Aortic Valve Stenosis,contraindication,,
aliskiren,Neonatal hyperbilirubinemia,contraindication,Neonatal hyperbilirubinemia,C0857007
aliskiren,Low blood pressure,contraindication,Low blood pressure,C0020649
aliskiren,Acute nephropathy,contraindication,Acute nephropathy,C0268734
aliskiren,Secondary angle-closure glaucoma,contraindication,Secondary angle-closure glaucoma,C0271149
aliskiren,Disease of liver,contraindication,Disease of liver,C0023895
aliskiren,Hepatic coma,contraindication,Hepatic coma,C0019147
aliskiren,Anuria,contraindication,Anuria,C0003460
aliskiren,Hypercalcemia,contraindication,Hypercalcemia,C0020437
aliskiren,Systemic lupus erythematosus,contraindication,Systemic lupus erythematosus,C0024141
aliskiren,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
aliskiren,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
aliskiren,Hypokalemia,contraindication,Hypokalemia,C0020621
aliskiren,Hepatic failure,contraindication,Hepatic failure,C0085605
aliskiren,Hypovolemia,contraindication,Hypovolemia,C0546884
alitretinoin,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
alitretinoin,Mycosis fungoides,contraindication,Mycosis fungoides,C0026948
alitretinoin,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
allantoin,Disease of blood AND/OR blood-forming organ,contraindication,Disease of blood AND/OR blood-forming organ,C0018939
allantoin,Kidney disease,contraindication,Kidney disease,C0022658
allantoin,Disease of liver,contraindication,Disease of liver,C0023895
allantoin,Folliculitis,contraindication,Folliculitis,C0016436
allantoin,Anemia due to enzyme deficiency,contraindication,Anemia due to enzyme deficiency,C0272053
allantoin,Porphyria,contraindication,Porphyria,C0032708
allantoin,Open wound,contraindication,Open wound,C0332798
allantoin,Inflammatory dermatosis,contraindication,Inflammatory dermatosis,C3875321
allantoin,Deficiency of glucose-6-phosphate dehydrogenase,contraindication,Deficiency of glucose-6-phosphate dehydrogenase,C2939465
allopurinol,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
allopurinol,Chronic heart failure,contraindication,Chronic heart failure,C0264716
allopurinol,Disease of liver,contraindication,Disease of liver,C0023895
allopurinol,Hypersensitivity angiitis,contraindication,Hypersensitivity angiitis,C0151436
allopurinol,Dehydration,contraindication,Dehydration,C0011175
almasilate,Chronic diarrhea,contraindication,Chronic diarrhea,C0401151
almasilate,Diarrhea,contraindication,Diarrhea,C0011991
almasilate,Kidney disease,contraindication,Kidney disease,C0022658
almasilate,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
almasilate,Constipation,contraindication,Constipation,C0009806
almasilate,Hypophosphatemia,contraindication,Hypophosphatemia,C0085682
almasilate,Fecal impaction,contraindication,Fecal impaction,C0015734
almasilate,Aluminum intoxication,contraindication,Aluminum intoxication,C0473223
almasilate,Hemorrhoids,contraindication,Hemorrhoids,C0019112
almotriptan,Transient ischemic attack,contraindication,Transient ischemic attack,C0007787
almotriptan,Serotonin syndrome,contraindication,Serotonin syndrome,C0699828
almotriptan,Obesity,contraindication,Obesity,C0028754
almotriptan,Angina pectoris,contraindication,Angina pectoris,C0002962
almotriptan,Hemiplegic migraine,contraindication,Hemiplegic migraine,C0270862
almotriptan,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
almotriptan,Smokes tobacco daily,contraindication,Smokes tobacco daily,C3266136
almotriptan,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
almotriptan,Peripheral vascular disease,contraindication,Peripheral vascular disease,C0085096
almotriptan,Disease of liver,contraindication,Disease of liver,C0023895
almotriptan,Hypertensive urgency,contraindication,Hypertensive urgency,C0745138
almotriptan,Myocardial infarction,contraindication,Myocardial infarction,C0027051
almotriptan,Prinzmetal angina,contraindication,Prinzmetal angina,C0002963
almotriptan,Acute nephropathy,contraindication,Acute nephropathy,C0268734
almotriptan,Cardiovascular event risk,contraindication,Cardiovascular event risk,C1273410
almotriptan,Hypercholesterolemia,contraindication,Hypercholesterolemia,C0020443
almotriptan,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
almotriptan,Cerebral ischemia,contraindication,Cerebral ischemia,C0917798
almotriptan,Familial History of Ischemic Heart Disease,contraindication,,
almotriptan,Raynaud's phenomenon,contraindication,Raynaud's phenomenon,C0034735
almotriptan,Vascular insufficiency of intestine,contraindication,Vascular insufficiency of intestine,C2004435
almotriptan,Myocardial ischemia,contraindication,Myocardial ischemia,C0151744
almotriptan,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
almotriptan,Cerebrovascular accident,contraindication,Cerebrovascular accident,C0038454
alosetron,Rectal hemorrhage,contraindication,Rectal hemorrhage,C0267596
alosetron,Constipation,contraindication,Constipation,C0009806
alosetron,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
alosetron,Thrombophilia,contraindication,Thrombophilia,C0398623
alosetron,Crohn's disease,contraindication,Crohn's disease,C0010346
alosetron,Adhesion of Gastrointestinal Tract,contraindication,,
alosetron,Hepatic failure,contraindication,Hepatic failure,C0085605
alosetron,Vascular insufficiency of intestine,contraindication,Vascular insufficiency of intestine,C2004435
alosetron,Diverticulitis of gastrointestinal tract,contraindication,Diverticulitis of gastrointestinal tract,C0349774
alosetron,Ulcerative colitis,contraindication,Ulcerative colitis,C0009324
alosetron,Acute gastric ulcer with perforation,contraindication,Acute gastric ulcer with perforation,C0155970
alosetron,Colitis,contraindication,Colitis,C0009319
alosetron,Toxic megacolon,contraindication,Toxic megacolon,C0025162
alosetron,Disease of liver,contraindication,Disease of liver,C0023895
alosetron,Thrombophlebitis,contraindication,Thrombophlebitis,C0040046
alphaprodine,Neoplasm of brain,contraindication,Neoplasm of brain,C0006118
alphaprodine,Injury of head,contraindication,Injury of head,C0018674
alphaprodine,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
alphaprodine,Exacerbation of asthma,contraindication,Exacerbation of asthma,C0349790
alphaprodine,Low blood pressure,contraindication,Low blood pressure,C0020649
alphaprodine,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
alphaprodine,Coma,contraindication,Coma,C0009421
alphaprodine,Bradycardia,contraindication,Bradycardia,C0428977
alphaprodine,Cor pulmonale,contraindication,Cor pulmonale,C0034072
alphaprodine,Pulmonary emphysema,contraindication,Pulmonary emphysema,C0034067
alphaprodine,Constipation,contraindication,Constipation,C0009806
alphaprodine,Hypoxia,contraindication,Hypoxia,C0242184
alphaprodine,Benign prostatic hyperplasia,contraindication,Benign prostatic hyperplasia,C1739363
alphaprodine,Substance abuse,contraindication,Substance abuse,C0740858
alphaprodine,Hypothyroidism,contraindication,Hypothyroidism,C0020676
alphaprodine,Seizure disorder,contraindication,Seizure disorder,C0014544
alphaprodine,Inflammatory bowel disease,contraindication,Inflammatory bowel disease,C0021390
alphaprodine,Asthenia,contraindication,Asthenia,C0004093
alphaprodine,Alcohol intoxication,contraindication,Alcohol intoxication,C0001969
alphaprodine,Central nervous system depression,contraindication,Central nervous system depression,C0151559
alphaprodine,Drug-induced psychosis,contraindication,Drug-induced psychosis,C0033937
alphaprodine,Mood swings,contraindication,Mood swings,C0085633
alphaprodine,Disorder of gallbladder,contraindication,Disorder of gallbladder,C0016977
alphaprodine,Benign intracranial hypertension,contraindication,Benign intracranial hypertension,C0033845
alphaprodine,Acute abdominal pain,contraindication,Acute abdominal pain,C0740577
alphaprodine,Disease of liver,contraindication,Disease of liver,C0023895
alphaprodine,Retention of urine,contraindication,Retention of urine,C0080274
alphaprodine,Lesion of brain,contraindication,Lesion of brain,C0221505
alphaprodine,Operation on gastrointestinal tract,contraindication,Operation on gastrointestinal tract,C0399610
alphaprodine,Primary adrenocortical insufficiency,contraindication,Primary adrenocortical insufficiency,C0001403
alphaprodine,Dependent drug abuse,contraindication,Dependent drug abuse,C1510472
alphaprodine,Hypercapnia,contraindication,Hypercapnia,C0020440
alphaprodine,Decreased respiratory function,contraindication,Decreased respiratory function,C0235063
alphaprodine,Dysfunction of sphincter of Oddi,contraindication,Dysfunction of sphincter of Oddi,C0878588
alphaprodine,Morbid obesity,contraindication,Morbid obesity,C0028756
alphaprodine,Ulcerative colitis,contraindication,Ulcerative colitis,C0009324
alphaprodine,Shock,contraindication,Shock,C0036974
alphaprodine,Urethral stricture,contraindication,Urethral stricture,C0041974
alphaprodine,Alcohol withdrawal delirium,contraindication,Alcohol withdrawal delirium,C0001957
alphaprodine,Dehydration,contraindication,Dehydration,C0011175
alphaprodine,Kidney disease,contraindication,Kidney disease,C0022658
alprazolam,Open-angle glaucoma,contraindication,Open-angle glaucoma,C0017612
alprazolam,Asthenia,contraindication,Asthenia,C0004093
alprazolam,Alcohol intoxication,contraindication,Alcohol intoxication,C0001969
alprazolam,Syncope,contraindication,Syncope,C0039070
alprazolam,Depressive disorder,contraindication,Depressive disorder,C0011581
alprazolam,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
alprazolam,Angle-closure glaucoma,contraindication,Angle-closure glaucoma,C0017605
alprazolam,Chronic lung disease,contraindication,Chronic lung disease,C0746102
alprazolam,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
alprazolam,Sleep apnea,contraindication,Sleep apnea,C0037315
alprazolam,Central nervous system depression,contraindication,Central nervous system depression,C0151559
alprazolam,Kidney disease,contraindication,Kidney disease,C0022658
alprazolam,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
alprazolam,Disease of liver,contraindication,Disease of liver,C0023895
alprazolam,Obesity,contraindication,Obesity,C0028754
alprazolam,Substance abuse,contraindication,Substance abuse,C0740858
alprazolam,Smokes tobacco daily,contraindication,Smokes tobacco daily,C3266136
alprostadil,Induratio penis plastica,contraindication,Induratio penis plastica,C0030848
alprostadil,Lymphoid leukemia,contraindication,Lymphoid leukemia,C0023448
alprostadil,"Leukemia, disease",contraindication,"Leukemia, disease",C0023418
alprostadil,Penis implantation,contraindication,Penis implantation,C0403319
alprostadil,Thrombocytosis,contraindication,Thrombocytosis,C0836924
alprostadil,Priapism,contraindication,Priapism,C0033117
alprostadil,Hypospadia,contraindication,,
alprostadil,Pyloric obstruction,contraindication,Pyloric obstruction,C1541124
alprostadil,Respiratory distress syndrome in the newborn,contraindication,Respiratory distress syndrome in the newborn,C0035220
alprostadil,Urethral stricture,contraindication,Urethral stricture,C0041974
alprostadil,Multiple myeloma,contraindication,Multiple myeloma,C0026764
alprostadil,Hb SS disease,contraindication,Hb SS disease,C0002895
alprostadil,Fibrosis of corpus cavernosum,contraindication,Fibrosis of corpus cavernosum,C0269014
alprostadil,Sickle cell trait,contraindication,Sickle cell trait,C0037054
alprostadil,Apnea,contraindication,Apnea,C0003578
alprostadil,Erythrocytosis,contraindication,Erythrocytosis,C1527405
alprostadil,Penis bent,contraindication,Penis bent,C0403769
alprostadil,Low blood pressure,contraindication,Low blood pressure,C0020649
alprostadil,Deformity of Erection of the Penis,contraindication,,
alprostadil,Balanitis,contraindication,Balanitis,C0004690
alprostadil,Disorder of lung,contraindication,Disorder of lung,C0024115
alprostadil,Urethritis,contraindication,Urethritis,C0041976
alprostadil,Blood coagulation disorder,contraindication,Blood coagulation disorder,C0005779
altretamine,Anemia,contraindication,Anemia,C0002871
altretamine,Mood swings,contraindication,Mood swings,C0085633
altretamine,Thrombocytopenic disorder,contraindication,Thrombocytopenic disorder,C0040034
altretamine,Ataxia,contraindication,Ataxia,C0004134
altretamine,Vertigo,contraindication,Vertigo,C0042571
altretamine,Bone marrow depression,contraindication,Bone marrow depression,C0151773
altretamine,Unconscious,contraindication,Unconscious,C0041657
altretamine,Peripheral nerve disease,contraindication,Peripheral nerve disease,C0031117
altretamine,Leukopenia,contraindication,Leukopenia,C0023530
altretamine,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
altretamine,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
altretamine,Severe Bone Marrow Depression,contraindication,,
aluminium chloride,Inflammatory dermatosis,contraindication,Inflammatory dermatosis,C3875321
aluminium chloride,Eruption,contraindication,Eruption,C0015230
