brand_name,ingredient_name
Immunoprin,azathioprine
Imodium,loperamide
Imodium Advanced,simethicone
Imodium Advanced,loperamide
Imodium Multi-Symptom Relief,loperamide
Imodium Multi-Symptom Relief,simethicone
Imogam,"rabies immune globulin, human"
Imotil,loperamide
Imovax,"rabies virus vaccine wistar strain PM-1503-3M (human), inactivated"
Imoxi,moxidectin
Imoxi,imidacloprid
Impavido,miltefosine
Impeklo,clobetasol
Implanon,etonogestrel
Impoyz,clobetasol
Improvest,gonadotropin releasing factor analog-diphtheria toxoid conjugate
Imrex,aluminum chloride
Imtack,isosorbide dinitrate
Imuldosa,ustekinumab
Imuran,azathioprine
Imvexxy,estradiol
InFed,iron-dextran complex
Inbrija,levodopa
Incivek,telaprevir
Increlex,mecasermin
Increxxa,tulathromycin
Incruse,umeclidinium
Incurin,estriol
Inderal,propranolol
Inderide,hydrochlorothiazide
Inderide,propranolol
Indiomin,"sodium phosphate, monobasic"
Indiomin,methenamine
Indiomin,methylene blue
Indiomin,hyoscyamine
Indocid,indomethacin
Indocid R,indomethacin
Indocin,indomethacin
Indoflex,indomethacin
Indolar,indomethacin
Indomax,indomethacin
Indomod,indomethacin
Indotard MR,indomethacin
Infadrops,acetaminophen
Infanrix,"diphtheria toxoid vaccine, inactivated"
Infanrix,"tetanus toxoid vaccine, inactivated"
Infanrix,"acellular pertussis vaccine, inactivated"
Infantaire,acetaminophen
Infantaire Gas Relief,simethicone
Infasurf,calfactant
Infergen,interferon alfacon-1
Infestat,nystatin
Inflamase Forte,prednisolone
Inflamase Mild,prednisolone
Inflammation OTC Bruise,camphor
Inflammation OTC Deep Pain Care,camphor
Inflammation OTC Deep Pain Care,menthol
Inflammation OTC Deep Pain Care Hot,menthol
Inflammation OTC Deep Pain Care Hot,camphor
Inflammation OTC Deep Pain Care Hot,Capsicum extract
Inflectra,infliximab
Infugem,gemcitabine
Infumorph,morphine
Infuvite,ascorbic acid
Infuvite,dexpanthenol
Infuvite,alpha tocopherol
Infuvite,biotin
Infuvite,vitamin K1
Infuvite,vitamin B12
Infuvite,thiamine
Infuvite,riboflavin
Infuvite,vitamin A
Infuvite,pyridoxine
Infuvite,folic acid
Infuvite,niacinamide
Infuvite,cholecalciferol
Infuvite Pediatric,vitamin A
Infuvite Pediatric,alpha tocopherol
Infuvite Pediatric,vitamin K1
Infuvite Pediatric,vitamin B12
Infuvite Pediatric,thiamine
Infuvite Pediatric,riboflavin
Infuvite Pediatric,pyridoxine
Infuvite Pediatric,niacinamide
Infuvite Pediatric,folic acid
Infuvite Pediatric,dexpanthenol
Infuvite Pediatric,biotin
Infuvite Pediatric,cholecalciferol
Infuvite Pediatric,ascorbic acid
Ingrezza,valbenazine
Initard 50/50 (pork),"insulin, regular, pork"
Initard 50/50 (pork),insulin isophane
Injectafer,ferric carboxymaltose
Inlexzo,gemcitabine
Inluriyo,imlunestrant
Inlyta,axitinib
Inmazeb,maftivimab
Inmazeb,atoltivimab
Inmazeb,odesivimab
InnoPran,propranolol
Innofem,estradiol
Innohep,tinzaparin
Innovace,enalapril
Innovar,droperidol
Innovar,fentanyl
Inocor I. V.,inamrinone
Inon Ace Solution,magnesium hydroxide
Inon Ace Solution,aluminum magnesium silicate
Inon Ace Tablet,simethicone
Inon Ace Tablet,magnesium hydroxide
Inon Ace Tablet,aluminum magnesium silicate
Inositech,inositol
Inova,benzoyl peroxide
Inova 8-2,salicylic acid
Inova 8-2,benzoyl peroxide
Inoven,ibuprofen
Inpefa,sotagliflozin
Inqovi,decitabine
Inqovi,cedazuridine
Inrebic,fedratinib
Inspra,eplerenone
Insta-Char,activated charcoal
Insta-Glucose,glucose
Instacort,hydrocortisone
Instacort 10,hydrocortisone
Instantfoam,benzalkonium
Instillagel,chlorhexidine
Instillagel,lidocaine
Insulase,chlorpropamide
Intal,cromolyn
Integra F,folic acid
Integra F,ascorbic acid
Integra F,polysaccharide iron complex
Integra F,niacinamide
Integra F,ferrous fumarate
Integrilin,eptifibatide
Integrin brand of oxypertine,oxypertine
Intelence,etravirine
Interceptor Plus,praziquantel
Interceptor Plus,milbemycin oxime
Intermezzo,zolpidem
Intestinex,Lactobacillus acidophilus
Intralipid,soybean oil
Intrarosa,prasterone
Intraval Sodium,thiopental
Introl,glycerin
Intron A,interferon alfa-2b
Intuniv,guanfacine
Invanz,ertapenem
Invega,paliperidone
Inveltys,loteprednol etabonate
Inversedine,atipamezole
Inversine,mecamylamine
Invirase,saquinavir
Invokamet,metformin
Invokamet,canagliflozin
Invokana,canagliflozin
Inzirqo,hydrochlorothiazide
Inzo,miconazole
Io-Blend,iodine
Io-Shield,iodine
Iodal HD,chlorpheniramine
Iodal HD,phenylephrine
Iodal HD,hydrocodone
Iodex,povidone-iodine
Iodip,iodine
Iodo Plain,clioquinol
Iodoflex,cadexomer iodine
Iodopen,sodium iodide
Iodoshield,iodine
Iodosorb,cadexomer iodine
Iodrol NR,guaifenesin
Iofen,guaifenesin
Iofen-NF,guaifenesin
Ionamin,phentermine
Ionil Plus,salicylic acid
Ionil T,coal tar
Ionosol-B,potassium chloride
Ionosol-B,glucose
Ionosol-B,magnesium chloride
Ionosol-B,sodium chloride
Ionosol-B,dibasic potassium phosphate
Ionosol-B,lactate
Ionosol-B,"sodium phosphate, monobasic"
Ionosol-MB,"sodium phosphate, monobasic"
Ionosol-MB,magnesium chloride
Ionosol-MB,glucose
Ionosol-MB,potassium phosphate
Ionosol-MB,lactate
Ionosol-MB,potassium chloride
Ionosol-T,potassium chloride
Ionosol-T,sodium chloride
Ionosol-T,"sodium phosphate, monobasic"
Ionosol-T,glucose
Ionosol-T,potassium lactate
Ionsys,fentanyl
Iontocaine,lidocaine
Iontocaine,epinephrine
Iopidine,apraclonidine
Iosat,potassium iodide
Iotussin D Liquid,hydrocodone
Iotussin D Liquid,pseudoephedrine
Iplex,mecasermin rinfabate
Ipol,"poliovirus vaccine inactivated, type 3 (Saukett)"
Ipol,"poliovirus vaccine inactivated, type 2 (MEF-1)"
Ipol,"poliovirus vaccine inactivated, type 1 (Mahoney)"
Iprivask,desirudin
Iqirvo,elafibranor
Iquix,levofloxacin
Ircon,ferrous fumarate
Ircon-FA,folic acid
Ircon-FA,ferrous fumarate
Irenka,duloxetine
Iressa,gefitinib
Irofol,ferrous fumarate
Irofol,folic acid
Iron Sol,ferrous sulfate
Ironmar,ferrous sulfate
Irospan,ascorbic acid
Irospan,ferrous sulfate
Irospan Tablet,niacin
Irospan Tablet,biotin
Irospan Tablet,folic acid
Irospan Tablet,vitamin B12
Irospan Tablet,ascorbic acid
Irospan Tablet,riboflavin
Irospan Tablet,pantothenate
Irospan Tablet,formic acid
Irospan Tablet,iron-dextran complex
Irospan Tablet,ferrous bisglycinate
Irospan Tablet,thiamine
Irospan Tablet,pyridoxine
Irrimax,sodium chloride
Iscar,Viscum album preparation
Isclofen,diclofenac
Isentress,raltegravir
Isisfen,ibuprofen
Ismelin,guanethidine
Ismo,isosorbide
Ismo Retard,isosorbide
Ismotic PB,isosorbide
Iso-Acetazone,acetaminophen
Iso-Acetazone,isometheptene
Iso-Acetazone,dichloralphenazone
IsoDitrate,isosorbide dinitrate
IsoSol,isoflurane
Isocaine,mepivacaine
Isocaine with Levonordefrin,mepivacaine
Isocaine with Levonordefrin,levonordefrin
Isocard,isosorbide dinitrate
Isocet,acetaminophen
Isocet,butalbital
Isocet,caffeine
Isochron,isosorbide dinitrate
Isocom,dichloralphenazone
Isocom,isometheptene
Isocom,acetaminophen
Isodettes,benzocaine
Isoflo,isoflurane
Isoket,isosorbide dinitrate
Isoket Retard,isosorbide dinitrate
Isollyl,butalbital
Isollyl,caffeine
Isollyl,aspirin
Isolone Forte,prednisolone
Isolyte H,sodium chloride
Isolyte H,potassium chloride
Isolyte H,magnesium chloride
Isolyte H,glucose
Isolyte H,sodium acetate
Isolyte M,glucose
Isolyte M,dibasic potassium phosphate
Isolyte M,sodium acetate
Isolyte M,sodium chloride
Isolyte P,sodium acetate
Isolyte P,glucose
Isolyte P,magnesium chloride
Isolyte P,dibasic potassium phosphate
Isolyte P,potassium chloride
Isolyte S,magnesium chloride
Isolyte S,sodium chloride
Isolyte S,potassium phosphate
Isolyte S,potassium chloride
Isolyte S,sodium gluconate
Isolyte S,sodium acetate
Isolyte S,"sodium phosphate, dibasic"
Isolyte S in 5 % Dextrose,"sodium phosphate, dibasic"
Isolyte S in 5 % Dextrose,glucose
Isolyte S in 5 % Dextrose,sodium gluconate
Isolyte S in 5 % Dextrose,sodium chloride
Isolyte S in 5 % Dextrose,sodium acetate
Isolyte S in 5 % Dextrose,magnesium chloride
Isolyte S in 5 % Dextrose,potassium phosphate
Isolyte S in 5 % Dextrose,potassium chloride
Isomide CR,disopyramide
IsonaRif,rifampin
IsonaRif,isoniazid
Isoptin,verapamil
Isopto Alkaline,hypromellose
Isopto Atropine,atropine
Isopto Carbachol,carbachol
Isopto Cetamide,sulfacetamide
Isopto Frin,phenylephrine
Isopto Homatropine,homatropine
Isopto Hyoscine,scopolamine
Isoptocarpine,pilocarpine
Isordil,isosorbide dinitrate
Isordil Tembids,isosorbide dinitrate
Isospire,isoflurane
Isothesia,isoflurane
Isotrate,isosorbide
Isotrate ER,isosorbide
Isotrex,isotretinoin
Isovate,clobetasol
Isovex,ethaverine
Istalol,timolol
Istodax,romidepsin
Isturisa,osilodrostat
Isuprel,isoproterenol
Itch-X,pramoxine
Itch-X,benzyl alcohol
Itch-X Maximum Strength,hydrocortisone
Ithappenz,levonorgestrel
Itovebi,inavolisib
Itvisma,onasemnogene abeparvovec
Ivax brand of clozapine,clozapine
Iver-On,ivermectin
Ivercare,ivermectin
Iverchoice,ivermectin
Ivercide,ivermectin
Iverhart,ivermectin
Iverhart,praziquantel
Iverhart,pyrantel
Iverhart Max,praziquantel
Iverhart Max,pyrantel
Iverhart Max,ivermectin
Iverhart Plus,pyrantel
Iverhart Plus,ivermectin
Ivermax,ivermectin
Ivermax Plus,clorsulon
Ivermax Plus,ivermectin
Ivocort,hydrocortisone
Ivomec,ivermectin
Ivomec Plus,clorsulon
Ivomec Plus,ivermectin
Ivra,melphalan
Ivy Block,bentoquatam
Ivy Dry Super,zinc acetate
Ivy Dry Super,benzyl alcohol
Ivy Dry Super Continuous Spray,benzyl alcohol
Ivy Dry Super Continuous Spray,menthol
Ivy Dry Super Continuous Spray,camphor
Ivy-Dry Cream,camphor
Ivy-Dry Cream,benzyl alcohol
Ivy-Dry Cream,menthol
Ivy-Dry Kids,zinc acetate
Iwilfin,eflornithine
Ixchiq,"chikungunya virus antigen, live attenuated LR2006 OPY1 strain"
Ixiaro,"Japanese encephalitis virus vaccine, inactivated"
Ixinity,factor IX
Iyuzeh,latanoprost
Izba,travoprost
Izervay,avacincaptad pegol
J-Cof DHC,brompheniramine
J-Cof DHC,dihydrocodeine
J-Cof DHC,pseudoephedrine
J-Max DHC,guaifenesin
J-Max DHC,dihydrocodeine
Jadenu,deferasirox
Jakafi,ruxolitinib
Jakemans,menthol
Jalyn,dutasteride
Jalyn,tamsulosin
Jantoven,warfarin
Janumet,metformin
Janumet,sitagliptin
Januvia,sitagliptin
Jardiance,empagliflozin
Jascayd,nerandomilast
Jatenzo,testosterone
Javadin,clonidine
Javygtor,sapropterin
JayCof-HC,hydrocodone
JayCof-HC,pseudoephedrine
JayCof-HC,chlorpheniramine
Jaypirca,pirtobrutinib
Jaythari,deflazacort
Je-Vax,"Japanese encephalitis virus vaccine, inactivated"
Jelmyto,mitomycin
Jemperli,dostarlimab
Jentadueto,linagliptin
Jentadueto,metformin
Jeridin,isosorbide dinitrate
Jesduvroq,daprodustat
Jet-Alert,caffeine
Jetrea,ocriplasmin
Jeuveau,botulinum toxin type A
Jevantique,ethinyl estradiol
Jevantique,norethindrone
Jevtana,cabazitaxel
Jinteli,ethinyl estradiol
Jinteli,norethindrone
Jivi,damoctocog alfa pegol
Jobevne,bevacizumab
Jock-Eze,clotrimazole
Joenja,leniolisib
Johnsons No More Rash,zinc oxide
Joint Formula 88 Max Plus,camphor
Joint Gel,menthol
Jointflex,camphor
Jointflex Ice,menthol
Jomax,bufexamac
Jornay,methylphenidate
Journavx,suzetrigine
Jubbonti,denosumab
Jublia,efinaconazole
Julie,levonorgestrel
Juluca,dolutegravir
Juluca,rilpivirine
Junifen,ibuprofen
Juvisync,simvastatin
Juvisync,sitagliptin
Juxtapid,lomitapide
Jylamvo,methotrexate
Jynarque,tolvaptan
Jynneos,vaccinia virus
K Norm,potassium chloride
K Plus Care ET,potassium bicarbonate
K Tan,phenylephrine
K Tan,pyrilamine
K+ Care ET,citric acid
K+ Care ET,potassium bicarbonate
K-10,potassium chloride
K-8,potassium chloride
K-C Suspension,kaolin
K-C Suspension,pectin
K-C Suspension,bismuth subcarbonate
K-Dur,potassium chloride
K-Dur 20,potassium chloride
K-Lyte,potassium bicarbonate
K-Lyte Cl,potassium chloride
K-Pec,attapulgite
K-Pek,attapulgite
K-Pek II,loperamide
K-Pek Reformulated June 2008,bismuth subsalicylate
K-Phos,potassium phosphate
K-Phos M.F.,potassium phosphate
K-Phos M.F.,"sodium phosphate, monobasic"
K-Phos Neutral,"sodium phosphate, dibasic"
K-Phos Neutral,potassium phosphate
K-Phos Neutral,"sodium phosphate, monobasic"
K-Phos No 2,potassium phosphate
K-Phos No 2,"sodium phosphate, monobasic"
K-Tab,potassium chloride
K-Vescent,potassium bicarbonate
KADCYLA,trastuzumab
KBrovet,potassium bromide
KG-Dal HD,chlorpheniramine
KG-Dal HD,hydrocodone
KG-Dal HD,phenylephrine
KG-Fed,codeine
KG-Fed,pseudoephedrine
KG-Fed Expectorant,guaifenesin
KG-Fed Expectorant,codeine
KG-Fed Expectorant,pseudoephedrine
KG-Hist D,phenyltoloxamine
KG-Hist D,pyrilamine
KG-Hist D,phenylpropanolamine
KG-Hist D,pheniramine
KG-Tuss HD,guaifenesin
KG-Tuss HD,pseudoephedrine
KG-Tuss HD,hydrocodone
KG-Tussin,chlorpheniramine
KG-Tussin,pseudoephedrine
KG-Tussin,hydrocodone
KGS HC,hydrocodone
KGS HC,guaiacolsulfonate
KIE,ephedrine
KIE,potassium iodide
KOPERTOX,copper naphthenate
Ka-Pec,attapulgite
Ka-Pek,attapulgite
Kabiglobulin,immunoglobulin G
Kabikinase,streptokinase
Kadian,morphine
Kalbitor,ecallantide
Kaletra,lopinavir
Kaletra,ritonavir
Kalosar,calcipotriene
Kalydeco,ivacaftor
Kanjinti,trastuzumab
Kannasyn,kanamycin
Kantrex,kanamycin
Kanuma,sebelipase alfa
Kao-Paverin,loperamide
Kao-Pulgite,attapulgite
Kao-Spen,bismuth subcarbonate
Kao-Spen,kaolin
Kao-Spen,pectin
Kaochlor,potassium chloride
Kaochlor S-F,potassium chloride
Kaodene NN Suspension,kaolin
Kaodene NN Suspension,pectin
Kaon,potassium gluconate
Kaon-CI,potassium chloride
Kaon-Cl,potassium chloride
Kaopectate,attapulgite
Kaopectate 1-D,loperamide
Kaopectate Child,attapulgite
Kaopectate Reformulated Aug 2006,bismuth subsalicylate
Kaopectate Stool Softener,docusate
Kaopek,attapulgite
Kapectolin,pectin
Kapectolin,bismuth subcarbonate
Kapectolin,kaolin
Kapectolin Reformulated Jun 2008,kaolin
Kapectolin Reformulated Jun 2008,pectin
Kaplon,captopril
Kapspargo,metoprolol
Kapvay,clonidine
Karbinal,carbinoxamine
Karidium,sodium fluoride
Kasof,docusate
Katerzia,amlodipine
Katinko,menthol
Katinko,camphor
Katinko,methyl salicylate
Kay Ciel,potassium chloride
Kayexalate,sodium polystyrene sulfonate
Kazano,metformin
Kazano,alogliptin
Kcentra,protein S
Kcentra,factor X
Kcentra,factor IX
Kcentra,protein C
Kcentra,factor VII
Kcentra,prothrombin
Kebilidi,eladocagene exuparvovec
Kedbumin,"albumin human, USP"
Kedrab,"rabies immune globulin, human"
Keep Alert,caffeine
Keepan,lidocaine
Keepan,benzalkonium
Kefadol,cefamandole
Keflex,cephalexin
Keflex-C,cephalexin
Keflin,cephalothin
Keftab,cephalexin
Keftid,cefaclor
Kelferon,ferrous glycine sulfate
Kelocyanor,dicobalt edetate
Kemadrin,procyclidine
Kemagel,menthol
Kemicetine,chloramphenicol
Kemstro,baclofen
Ken-Jec,triamcinolone
Kenaject,triamcinolone
Kenalog,triamcinolone
Kengreal,cangrelor
Kenocidin,chlorhexidine
Kentace,haloperidol
Kentiazem,diltiazem
Kentovace,prazosin
Kepivance,palifermin
Keppra,levetiracetam
Kera Nail,urea
Kera-42,urea
Kera-HC,hydrocortisone
Kerafoam,urea
Keralac,urea
Keralyt,salicylic acid
Keralyt 5,salicylic acid
Keratex,acetone
Keratex,tea tree oil
Keratol,urea
Keratol 40,urea
Keratol HC,hydrocortisone
Keratolux,zinc gluconate
Keratolux,pyridoxine
Keratolux,salicylic acid
Keratolux (piroctone),piroctone olamine
Kerendia,finerenone
Kerlone,betaxolol
Kerol,urea
Kerydin,tavaborole
Kesimpta,ofatumumab
Kesium,amoxicillin
Kesium,clavulanate
Kestrone 5,estrone
Keta-Thesia,ketamine
Ketacine,ketamine
Ketaconole Shampoo 2,ketoconazole
Ketaflo,ketamine
Ketaject,ketamine
Ketalar,ketamine
Ketanodur,isosorbide
Ketaset,ketamine
Ketathesia,ketamine
Ketaved,ketamine
Ketek,telithromycin
Keto-C,chlorhexidine
Keto-C,ketoconazole
Ketochlor,chlorhexidine
Ketochlor,ketoconazole
Ketocid,ketoprofen
Ketodan,ketoconazole
Ketofen,ketoprofen
Ketomed,ketoprofen
Ketonal,ketoprofen
Ketoseb PS,chlorhexidine
Ketoseb PS,salicyloyl phytosphingosine
Ketoseb PS,ketoconazole
Ketotard,ketoprofen
Ketovail,ketoprofen
Ketozip CR,ketoprofen
Keveyis,dichlorphenamide
Kevzara,sarilumab
Key-Pred,prednisolone
Key-Pred SP,prednisolone
Keystone,benzalkonium
Keytruda,pembrolizumab
Keytruda Qlex,berahyaluronidase alfa
Keytruda Qlex,pembrolizumab
Khapzory,levoleucovorin
Khedezla,desvenlafaxine
Khindivi,hydrocortisone
Kid's Choice,stannous fluoride
Kiditard,quinidine
Kids-Eeze Allergy,diphenhydramine
Kids-Eeze Chest Relief,guaifenesin
Kiflone,cephalexin
Killitch,benzyl benzoate
Kimmtrak,tebentafusp
Kimyrsa,oritavancin
Kinerase,kinetin
Kineret,anakinra
Kineticream,menthol
Kinevac,sincalide
Kinlytic,urokinase
Kinrix,"poliovirus vaccine inactivated, type 3 (Saukett)"
Kinrix,"poliovirus vaccine inactivated, type 1 (Mahoney)"
Kinrix,"tetanus toxoid vaccine, inactivated"
Kinrix,"acellular pertussis vaccine, inactivated"
Kinrix,"diphtheria toxoid vaccine, inactivated"
Kinrix,"poliovirus vaccine inactivated, type 2 (MEF-1)"
Kionex,sodium polystyrene sulfonate
Kiprofen,ketoprofen
Kirsty,"insulin aspart, human"
Kisqali,ribociclib
Kisunla,donanemab
Kitabis,tobramycin
Klaron,sulfacetamide
Kleer Plex,salicylic acid
Klentz,mometasone
Klentz,florfenicol
Klentz,terbinafine
Klisyri,tirbanibulin
Klonopin,clonazepam
Klonopin Wafer,clonazepam
Klor-Con,potassium chloride
Klor-Con/EF,potassium bicarbonate
Klorvess,potassium chloride
Klotrix,potassium chloride
Kloxxado,naloxone
Koate,factor VIII
Kodatef,tafenoquine
Kofal,methyl salicylate
Kofal-T,methyl salicylate
Kogenate,factor VIII
Kola-Pectin,bismuth subsalicylate
Koldets Cough Drop,menthol
Kolorz,sodium fluoride
Kolorz Anesthetic,benzocaine
Kombiglyze,metformin
Kombiglyze,saxagliptin
Komzifti,ziftomenib
Konakion,vitamin K1
Kondremul Plain,mineral oil
Kondremul with Phenolphtalein,phenolphthalein
Kondremul with Phenolphtalein,mineral oil
Konsyl,psyllium
Konsyl Fiber,calcium polycarbophil
Konsyl Senna Prompt,psyllium
Konsyl Senna Prompt,"sennosides, USP"
Konvomep,omeprazole
Konvomep,sodium bicarbonate
Konyne 80,factor IX
Kool Comfort,menthol
Kool-Down,lidocaine
Korlym,mifepristone
Korsuva,difelikefalin
Koselugo,selumetinib
Kourzeq,triamcinolone
Kovaltry,factor VIII
Kovanaze,tetracaine
Kovanaze,oxymetazoline
Kovia,urea
Kovia,papain
Kraftobese,phentermine
Kraftpleg,phendimetrazine
Kraftstat-35,phendimetrazine
Krazati,adagrasib
Kresladi,marnetegragene autotemcel
Krintafel,tafenoquine
Kristalose,lactulose
Krystexxa,pegloticase
Ku-Zyme,amylase
Ku-Zyme,protease
Ku-Zyme,lipase
Ku-Zyme Reformulated Jan 2008,amylase
Ku-Zyme Reformulated Jan 2008,lipase
Ku-Zyme Reformulated Jan 2008,protease
Kudrox,aluminum hydroxide
Kudrox,magnesium hydroxide
Kuric,ketoconazole
Kutrase,protease
Kutrase,lipase
Kutrase,amylase
Kutrase Reformulated Jan 2008,protease
Kutrase Reformulated Jan 2008,amylase
Kutrase Reformulated Jan 2008,lipase
Kuvan,sapropterin
Kwelcof,hydrocodone
Kwelcof,guaifenesin
Kwell,lindane
Kybella,deoxycholate
Kygevvi,doxribtimine
Kygevvi,doxecitine
Kyleena,levonorgestrel
Kymbee,deflazacort
Kymriah,tisagenlecleucel
Kynamro,mipomersen
Kynmobi,apomorphine
Kyprolis,carfilzomib
Kytril,granisetron
Kyxata,carboplatin
Kyzatrex,testosterone
L-Caine,lidocaine
L-Dromoran,levorphanol
L-Formula,lysine
L-Mycin,lincomycin
LA-12,vitamin B12
LEROSETT,salicylic acid
LGG brand of Dyphylline/Guaifenesin,dyphylline
LGG brand of Dyphylline/Guaifenesin,guaifenesin
LMX,lidocaine
LTA,lidocaine
LYMErix,OspA protein
Labophylline,theophylline
Laboprin,aspirin
Labrocol,labetalol
Lac-Dose,lactase
Lac-Hydrin,lactate
Lac-Hydrin Ten,lactate
Laclotion,lactate
Lacrisert,hydroxypropylcellulose
Lactaid,lactase
Lactaid Extra Strength,lactase
Lactaid Ultra,lactase
Lactase Extra Strength,lactase
Lacticare,lactate
Lacticare-HC,hydrocortisone
Lactinol,lactate
Lactocal,cholecalciferol
Lactocal,copper sulfate
Lactocal,vitamin A
Lactocal,vitamin E
Lactocal,riboflavin
Lactocal,calcium carbonate
Lactocal,potassium iodide
Lactocal,niacinamide
Lactocal,magnesium oxide
Lactocal,vitamin B12
Lactocal,ascorbic acid
Lactocal,ferrous fumarate
Lactocal,folic acid
Lactocal,pyridoxine
Lactocal,zinc sulfate
Lactocal,thiamine
Lactrase,lactase
Ladropen,floxacillin
Lagesic,phenyltoloxamine
Lagesic,acetaminophen
Lagevrio,molnupiravir
Lagicam,miconazole
Lamictal,lamotrigine
Lamisil,terbinafine
Lamisil Defense,tolnaftate
Lampit,nifurtimox
Lamprene,clofazimine
Lamzede,velmanase alfa
Lanabiotic,polymyxin B
Lanabiotic,pramoxine
Lanabiotic,bacitracin
Lanabiotic,neomycin
Lanacane,benzethonium
Lanacane,benzocaine
Lanaphilic with Urea,urea
Lanashield,lanolin
Laniroif,butalbital
Laniroif,caffeine
Laniroif,aspirin
Lanoxicaps,digoxin
Lanoxin,digoxin
Lanoxin Pediatric,digoxin
Lansinoh,lanolin
Lansinoh Baby,zinc oxide
Lansinoh Baby,lanolin
Lansinoh Baby,dimethicone
Lantidra,donislecel
Lantiseptic,lanolin
Lantiseptic Multi-Purpose,menthol
Lantiseptic Multi-Purpose,zinc oxide
Lantiseptic Multi-Purpose,calamine
Lantiseptic Nourishing Skin,dimethicone
Lantiseptic Protective,petrolatum
Lantus,insulin glargine
Lapase,protease
Lapase,lipase
Lapase,amylase
Laractone,spironolactone
Larafen CR,ketoprofen
Laraflex,naproxen
Larapam,piroxicam
Laratrim,trimethoprim
Laratrim,sulfamethoxazole
Largactil,chlorpromazine
Largon,propiomazine
Lariam,mefloquine
Larodopa,levodopa
Lartruvo,olaratumab
Lasix,furosemide
Lasma,theophylline
Lasolex,miconazole
Lasolex Liquid,clotrimazole
Lassars Zinc,zinc oxide
Lastacaft,alcaftadine
Lastolic,lercanidipine
Latisse,bimatoprost
Latrix,urea
Latuda,lurasidone
Laverdia,verdinexor
Laviv,azficel-T
Lavoclen,benzoyl peroxide
Lax Prepare,"sennosides, USP"
Lax-Ease,"sennosides, USP"
Lax-Ease Maximum Strength,"sennosides, USP"
Lax-Pills,phenolphthalein
Laxacin,"sennosides, USP"
Laxacin,docusate
Laxoberal,picosulfurate
Laxomil,bisacodyl
Lazanda,fentanyl
Lazcluze,lazertinib
Lazer Creme,vitamin A
Lazer Creme,vitamin E
Lazerformalyde,formaldehyde
Lazersporin-C,neomycin
Lazersporin-C,polymyxin B
Lazersporin-C,hydrocortisone
LeThechniq,selenium sulfide
Lecithin Natural,lecithin
Lecithin-Softgels,lecithin
Ledercillin VK,penicillin V
Ledercort,triamcinolone
Lederfen,fenbufen
Lederspan,triamcinolone
Leg Ease,acetaminophen
Leg Ease,diphenhydramine
Legacy,gentamicin
Legatrin PM,acetaminophen
Legatrin PM,diphenhydramine
Legend,hyaluronate
Legend Teat Dip,iodine
Legend-HC Teat Dip,iodine
Lemtrada,alemtuzumab
